问题,年份,公司,鑫鑫关键词,包关键词
请问，上海联明机械股份有限公司在2020年的营业外收入是多少元?,2020,603006,请问|营业外|收入,营业外收入
2019年中京电子技术人员数是什么?,2019,002579,技术人员数,技术人员数
请问，2019年新疆洪通燃气股份有限公司的证券简称是什么？,2019,605169,请问|证券|简称,证券简称
启明星辰2021年年报中无形资产增长率是多少?保留2位小数。,2021,002439,无形|资产增长率,无形资产增长率
在2021年，浙江南都电源动力股份有限公司的固定资产增长率是多少？请保留至小数点后两位。,2021,300068,固定资产|增长率,固定资产增长率
资产减值损失如何影响公司的盈利能力和财务状况？,,,,
在2020年，天源环保对联营企业和合营企业的投资收益是多少元?,2020,301127,联营企业|合营企业|投资收益,投资收益
2020年绿茵生态的研发费用增长率是多少？保留2位小数。,2020,002887,研发|费用增长率,研发费用增长率
东莞铭普光磁股份有限公司在2019年的证券简称是什么？,2019,002902,证券|简称,证券简称
哈空调在2019年的企业名称是什么?,2019,600202,企业名称,企业名称
在2020年，江苏博云的管理费用总额是多少元?,2020,301003,管理费用总额,管理费用总额
2020年中泰股份利润总额是多少元?,2020,300435,利润总额,利润总额
2021年泰山石油应付职工薪酬是多少元?,2021,000554,应付职工薪酬,应付职工薪酬
广东依顿电子科技股份有限公司2020年的利润总额是多少元?,2020,603328,利润总额,利润总额
2021年工商银行利息支出和利息收入分别是多少元?,2021,601398,利息支出|利息收入,利息收入|利息支出|利息支出和利息收入
康得新复合材料集团股份有限公司2020年利润总额和净利润分别是多少元?,2020,002450,利润总额|净利润,净利润|利润总额|利润总额和净利润
山东玉龙黄金股份有限公司在2020年的销售费用是多少元?,2020,601028,销售费用,销售费用
中珠医疗2021年营业利润是多少元?,2021,600568,营业利润,营业利润
请问，2021年深圳友讯达科技股份有限公司的营业利润是多少元？,2021,300514,请问|营业利润,营业利润
请问在2020年，安集科技的资产负债比率是多少？需要保留至小数点后两位。,2020,688019,请问|资产|负债比率|需要,资产负债比率
2019年宜通世纪的营业外支出和营业外收入分别是多少元?,2019,300310,营业|外|支出|营业外收入,营业外支出和营业外收入|营业外支出|营业外收入
我想知道2019年甘肃祁连山水泥集团股份有限公司的固定资产和无形资产分别是多少元?,2019,600720,想|知道|固定资产|无形|资产,固定资产|固定资产和无形资产|无形资产
2020年信质集团的研发费用是多少元？,2020,002664,研发|费用,研发费用
2019年宁波东方电缆股份有限公司的研发人员数量是多少？,2019,603606,研发|人员数量,研发人员数量
重庆秦安机电股份有限公司在2021年每股净资产是多少元？,2021,603758,每股|净资产,每股净资产
资产减值损失如何反映公司的风险敞口和资产价值的变化？,,,,
请提供深天马A2021年的法定代表人是否相同。,2021,000050,法定|代表人|是否|相同,法定代表人
巨力索具股份有限公司2020年对联营企业和合营企业的投资收益是多少元？,2020,002342,联营企业|合营企业|投资收益,投资收益
2019年英力特法定代表人是什么?,2019,000635,法定|代表人,法定代表人
贵州盘江精煤股份有限公司2019年的技术人员数是什么?,2019,600395,技术人员数,技术人员数
请提供2020年桐昆集团股份有限公司的营业税金及附加金额。,2020,601233,营业税金|附加金额,营业税金及附加金额
万兴科技2019年的博士及以上人数是多少？,2019,300624,博士|人数,博士及以上人数
九联科技2021年营业利润增长率是多少?保留2位小数。,2021,688609,营业利润增长率,营业利润增长率
2019年南京海辰药业股份有限公司的办公地址是什么？,2019,300584,办公地址,办公地址
中航产融2020年利息支出和利息收入分别是多少元?,2020,600705,利息支出|利息收入,利息收入|利息支出|利息支出和利息收入
2021年恒泰艾普营业收入增长率是多少?保留2位小数。,2021,300157,营业收入增长率,营业收入增长率
深圳市科信通信技术股份有限公司2020年非流动负债比率是多少?保留2位小数。,2020,300565,流动|负债比率,非流动负债比率
光大证券在2019年的利息收入是多少元？,2019,601788,利息收入,利息收入
在2021年，天顺风能(苏州)股份有限公司的利息支出和利息收入各是多少元?,2021,002531,利息支出|利息收入,利息收入|利息支出|利息支出和利息收入
2021年苏州高新年报数据中，货币资金是多少元?,2021,,,货币资金
登海种业在2020年的综合收益总额具体是多少元?,2020,002041,综合收益总额|具体,综合收益总额
根据2019年仙坛股份的年报，其投资收益占营业收入的比率具体是多少?请以2位小数点形式回答。,2019,002746,投资收益|占|营业收入|比率|具体|形式|回答,投资收益占营业收入的比率
2019年英力特三费比重是多少?保留2位小数。,2019,000635,三费比重,三费比重
爱威科技股份有限公司2019年证券简称是什么?,2019,688067,证券|简称,证券简称
应交税费的管理对公司的税务合规性和财务稳定性有何影响？,,,,
根据2021年盛新锂能集团股份有限公司的年报，每股净资产是多少元?,2021,002240,每股|净资产,每股净资产
青岛城市传媒股份有限公司2020年销售费用是多少元?,2020,600229,销售费用,销售费用
根据国检集团2021年的年报，请简要介绍报告期内公司环境信息情况。,2021,603060,环境信息情况,环境信息情况
请提供亿阳信通股份有限公司2021年的现金及现金等价物增长率，保留两位小数。,2021,600289,现金|现金等价物增长率,股份有限公司现金及现金等价物增长率
2019年株洲欧科亿数控精密刀具股份有限公司博士及以上人数是什么?,2019,688308,博士|人数,博士及以上人数
请问，2020年千禾味业食品股份有限公司的营业利润率是多少，保留2位小数？,2020,603027,请问|营业利润率,营业利润率
达刚控股集团股份有限公司2021年固定资产是多少元?,2021,300103,固定资产,固定资产
2019年绿景控股股份有限公司的法定代表人是什么?,2019,000502,法定|代表人,法定代表人
请根据2021年百川畅银的年报，简要分析主要供应商的情况如何,2021,300614,主要|供应商|情况,主要供应商的情况
福莱特在2019年的研发经费占费用比例是多少？请保留两位小数。,2019,601865,研发|经费|占费用比例,费用比例|研发经费|研发经费占费用比例
请问，深圳市道通科技股份有限公司在2020年的利润总额和净利润分别是多少元?,2020,688208,请问|利润总额|净利润,净利润|利润总额|利润总额和净利润
鞍钢股份在2019年的财务费用率是多少，结果请保留至小数点后两位？,2019,000898,财务费用率,财务费用率
江苏秀强玻璃工艺股份有限公司2020年的公允价值变动收益是多少元？,2020,300160,公允|价值|变动收益,公允价值变动收益
南京聚隆科技股份有限公司2020年的流动比率是多少?保留2位小数。,2020,300644,流动比率,流动比率
2021年广东香山衡器集团股份有限公司的衍生金融资产和其他非流动金融资产分别是多少元？,2021,002870,衍生金融资产|流动金融资产,衍生金融资产和其他非流动金融资产|其他非流动金融资产|衍生金融资产
根据2021年的年报数据，梦百合的总负债增长率是多少?保留2位小数。,2021,603313,数据|总负债增长率,总负债增长率
科威尔2020年的利润总额和净利润分别是多少元?,2020,688551,利润总额|净利润,净利润|利润总额|利润总额和净利润
苏州市世嘉科技股份有限公司在2020年的财务费用增长率是多少？请保留到小数点后两位。,2020,002796,财务费用增长率,财务费用增长率
福建博思软件股份有限公司2020年的财务费用增长率是多少？保留2位小数。,2020,300525,财务费用增长率,财务费用增长率
四川西部资源控股股份有限公司2021年总资产增长率是多少?保留2位小数。,2021,600139,总|资产增长率,总资产增长率
南通江海电容器股份有限公司在2019年的外文名称是什么？,2019,002484,外文名称,外文名称
稳健医疗用品股份有限公司在2020年的综合收益总额是多少元？,2020,300888,综合收益总额,综合收益总额
2020年唯科科技利润总额和净利润分别是多少元?,2020,301196,利润总额|净利润,净利润|利润总额|利润总额和净利润
城地香江在2019年的研发人员数量是多少?,2019,603887,研发|人员数量,研发人员数量
2019年安纳达企业名称是什么?,2019,002136,企业名称,企业
汇纳科技2021年货币资金是多少元?,2021,300609,货币资金,货币资金
2019年山东宏创铝业控股股份有限公司的研发费用和财务费用分别是多少元?,2019,002379,研发|费用|财务费用,财务费用|研发费用和财务费用|研发费用
山东力诺特种玻璃股份有限公司2021年营业利润是多少元?,2021,301188,营业利润,营业利润
安徽皖仪科技股份有限公司2021年的每股收益和每股净资产分别是多少元?,2021,688600,每股|收益|每股|净资产,每股收益|每股净资产|每股收益和每股净资产
请问，海洋王照明科技股份有限公司2019年的公司网址是什么？,2019,002724,请问|网址,公司网址
深圳市全新好股份有限公司在2021年的无形资产增长率保留到小数点后两位是多少？,2021,000007,无形|资产增长率,无形资产增长率
新亚制程在2021年的总负债增长率是多少?保留2位小数。,2021,002388,总负债增长率,总负债增长率
南京公用2019年的营业利润率是多少？请保留两位小数。,2019,000421,营业利润率,营业利润率
瀛通通讯股份有限公司在2019年的证券代码是什么？,2019,002861,证券代码,证券代码
2020年江南奕帆的营业利润率是多少？保留2位小数。,2020,301023,营业利润率,营业利润率
什么是速动比率？,,,,
根据基蛋生物科技股份有限公司2019年年报，请简要介绍报告期内公司投资收益占营业收入比率的情况，保留2位小数。,2019,603387,投资收益|占|营业收入比率|情况,营业收入比率|投资收益占营业收入比率|投资收益
太龙股份在2019年的证券代码是什么？,2019,300650,证券代码,证券代码
一汽解放在2019年的职工总数是多少？,2019,000800,职工总数,职工总数
请简要分析深圳市超频三科技股份有限公司2019年公司地位的情况。,2019,300647,地位|情况,公司地位
湘潭电机股份有限公司在2020年的营业收入和营业外收入分别是多少元？,2020,600416,营业收入|营业外收入,营业收入和营业外收入|营业收入|营业外收入
2019年，广西桂东电力股份有限公司的硕士研究生员工数量是多少?,2019,600310,硕士研究生员工数量,硕士研究生员工数量
2019年吉比特办公地址是什么?,2019,603444,办公地址,办公地址
赣能股份2019年硕士人数是什么?,2019,000899,硕士人数,硕士人数
老凤祥公司在2021年收回的投资现金是多少元？,2021,900905,收回|投资现金,投资现金
2020年深圳市崧盛电子股份有限公司的所得税费用是多少元？,2020,301002,所得税费用,所得税费用
请提供黔源电力2019年的外文名称。,2019,002039,外文名称,外文名称
上海贝岭股份有限公司2020年的法定代表人与2019年相比是否相同？,2020|2019,600171,法定|代表人|相比|是否|相同,法定代表人|相比|法定代表人与相比
杭州高新2021年应收款项融资是多少元?,2021,300478,应|收款项|融资,应收款项融资
2021年广州迪森热能技术股份有限公司应收款项融资是多少元?,2021,300335,应|收款项|融资,应收款项融资
银河微电2021年的每股收益和每股净资产分别是多少元？,2021,688689,每股|收益|每股|净资产,每股收益|每股净资产|每股收益和每股净资产
在2021年，居然之家新零售集团股份有限公司的投资收益增长率是多少?请以两位小数表示。,2021,000785,投资收益增长率|表示,投资收益增长率
2020年深圳市长亮科技股份有限公司销售费用增长率为多少?保留2位小数。,2020,300348,销售费用增长率,销售费用增长率
银星能源在2019年的管理费用率是多少？请保留两位小数。,2019,000862,管理费用率,管理费用率
2019年朗新科技研发人员数是什么?,2019,300682,研发人员数,研发人员数
2021年能辉科技销售费用和管理费用分别是多少元?,2021,301046,销售费用|管理费用,管理费用|销售费用|销售费用和管理费用
2020年优德精密工业(昆山)股份有限公司销售费用增长率为多少?保留2位小数。,2020,300549,销售费用增长率,销售费用增长率
请简要介绍根据宏辉果蔬2020年的年报主要供应商情况怎么样,2020,603336,主要|供应商情况,主要供应商情况
资产负债总额和净资产之间的关系如何反映公司的财务稳定性和杠杆效应？,,,,
在2019年，盐津铺子的企业名称是什么?,2019,002847,企业名称,企业名称
2021年深圳市新南山控股(集团)股份有限公司投资收益增长率为多少?保留2位小数。,2021,002314,投资收益增长率,投资收益增长率
科陆电子2021年的其他非流动金融资产是多少元?,2021,002121,流动金融资产,其他非流动金融资产
江苏国泰2021年的流动负债增长率是多少？保留2位小数。,2021,002091,流动|负债增长率,流动负债增长率
2020年上海中洲特种合金材料股份有限公司的营业收入和营业外收入分别是多少元?,2020,300963,营业收入|营业外收入,营业收入和营业外收入|营业收入|营业外收入
2019年大连德迈仕精密科技股份有限公司的营业成本率是多少，结果请保留至小数点后两位。,2019,301007,营业成本率,营业成本率
瑞达期货在2019年的投资收益占营业收入比率保留到小数点后两位是多少？,2019,002961,投资收益|占|营业收入比率,营业收入比率|投资收益占营业收入比率|投资收益
2019年上海阿拉丁生化科技股份有限公司企业研发经费与利润比值为多少?保留2位小数。,2019,688179,企业|研发|经费|利润比值,企业研发经费|利润|企业研发经费与利润比率
南大环境2021年的净利润增长率是多少？请保留两位小数。,2021,300864,净利润增长率,净利润增长率
宁波建工股份有限公司2020年管理费用增长率是多少?保留2位小数。,2020,601789,管理费用增长率,管理费用增长率
2021年格尔软件负债合计是多少元?,2021,603232,负债|合计,负债合计
2019年宣亚国际营销科技(北京)股份有限公司财务费用是多少元?,2019,300612,财务费用,财务费用
2021年南京银行利息支出是多少元?,2021,601009,利息支出,利息支出
江苏红豆实业股份有限公司2021年无形资产是多少元?,2021,600400,无形|资产,无形资产
2021年深圳市雄帝科技股份有限公司衍生金融资产是多少元?,2021,300546,衍生金融资产,衍生金融资产
罗莱生活2019年财务费用是多少元?,2019,002293,财务费用,财务费用
根据2020年湖南发展的年报，是否属于环境保护部门公布的重点排污单位。,2020,000722,是否|属于环境|保护部门|公布|重点|排污单位,年报
天津锐新昌科技股份有限公司2019年的三费比重是多少？请保留2位小数。,2019,300828,三费比重,三费比重
思源电气股份有限公司2020年企业研发经费与营业收入比值是多少?保留2位小数。,2020,002028,企业|研发|经费|营业收入比值,企业研发经费|企业研发经费与营业收入比值|营业收入
请提供2019年上海海立(集团)股份有限公司的注册地址。,2019,900910,注册地址,注册地址
招商积余2019年的技术人员数量是多少？,2019,001914,技术人员数量,技术人员数量
能科科技股份有限公司在2021年每股的净资产是多少元？,2021,603859,每股|净资产,股份有限公司每股的净资产
什么是应付账款？,,,,
甘李药业2021年营业利润增长率是多少?保留2位小数。,2021,603087,营业利润增长率,营业利润增长率
武汉菱电汽车电控系统股份有限公司在2021年的营业利润增长率是多少，保留两位小数?,2021,688667,营业利润增长率,营业利润增长率
振东制药2021年每股经营现金流量是多少元?,2021,300158,每股|经营现金流量,每股经营现金流量
什么是净利润率？,,,,
重庆百货大楼股份有限公司在2021年的总资产增长率是多少，结果需要保留到两位小数？,2021,600729,总|资产增长率|需要,总资产增长率
山西华阳新材料股份有限公司2021年营业利润是多少元?,2021,600281,营业利润,营业利润
牧高笛户外用品股份有限公司2021年的总负债增长率是多少？请保留2位小数。,2021,603908,总负债增长率,总负债增长率
2020年达实智能净利润率是多少?保留2位小数。,2020,002421,净利润率,净利润率
2020年通达股份流动负债比率是多少?保留2位小数。,2020,002560,流动|负债比率,流动负债比率
浙江富润数字科技股份有限公司在2021年的其他非流动金融资产是多少元？,2021,600070,流动金融资产,数字科技股份有限公司其他非流动金融资产
赛升药业在2019年的企业硕士及以上人员占职工人数的比例是多少，结果保留至小数点后两位?,2019,300485,企业硕士|人员|占职工人数|比例,企业硕士及以上人员占职工人数的比例|职工人数的比例|企业硕士及以上人员
请问，沃尔德2019年硕士人数是多少?,2019,688028,请问|硕士人数,硕士人数
在2019年，高铁电气的管理费用率是多少？请保留至小数点后两位。,2019,688285,管理费用率,管理费用率
请对比2019年和2020年，确认上海海立(集团)股份有限公司的法定代表人是否相同。,2019|2020,900910,确认|法定|代表人|是否|相同,法定代表人
黑猫股份在2021年的固定资产增长率保留到小数点后两位是多少？,2021,002068,固定资产|增长率,固定资产增长率
2020年中伟新材料股份有限公司的营业外收入是多少元?,2020,300919,营业|外|收入,营业外收入
杭州热电集团股份有限公司在2019年的研发人员数量是多少？,2019,605011,研发|人员数量,研发人员数量
宁波富达2019年的财务费用率是多少？保留两位小数。,2019,600724,财务费用率,财务费用率
什么是长期待摊费用？,,,,
2019年乐山电力投资收益占营业收入比率是多少?保留2位小数。,2019,600644,投资收益|占|营业收入比率,营业收入比率|投资收益占营业收入比率|投资收益
2020年杭州美迪凯光电科技股份有限公司公允价值变动收益是多少元?,2020,688079,公允|价值|变动收益,公允价值变动收益
2020年锦鸡股份的流动比率是多少？请保留两位小数。,2020,300798,流动比率,流动比率
兴源环境科技股份有限公司2021年无形资产增长率是多少?保留2位小数。,2021,300266,无形|资产增长率,无形资产增长率
在2021年，金安国纪集团股份有限公司收回的投资收到的现金总额是多少元?,2021,002636,收回|投资|收到|现金总额,收回的投资收到的现金总额
和而泰2019年的办公地址是什么？,2019,002402,办公地址,办公地址
请提供2020年上海金枫酒业股份有限公司的财务费用增长率，保留两位小数。,2020,600616,财务费用增长率,财务费用增长率
存货的定义是什么？,,,,
2019年西藏天路财务费用是多少元?,2019,600326,财务费用,财务费用
山东国瓷功能材料股份有限公司在2019年的证券简称是什么?,2019,300285,证券|简称,证券简称
2019年河南思维自动化设备股份有限公司企业研发经费与利润比值为多少?保留2位小数。,2019,603508,企业|研发|经费|利润比值,企业研发经费|利润|企业研发经费与利润比率
天壕环境股份有限公司2021年无形资产是多少元?,2021,300332,无形|资产,无形资产
东港股份有限公司2019年的公司网址是什么?,2019,002117,网址,公司网址
台基股份2021年归属母公司所有者净利润是多少元?,2021,300046,归属母公司所有者净利润,归属母公司所有者净利润
中国第一重型机械股份公司2021年应付职工薪酬是多少元?,2021,601106,应付职工薪酬,应付职工薪酬
请提供国金证券股份有限公司2019年的利息收入，单位为元。,2019,600109,利息收入,利息收入
请问，2020年宁波戴维医疗器械股份有限公司的营业成本和营业利润分别是多少元?,2020,300314,请问|营业成本|营业利润,营业成本和营业利润|营业成本|营业利润
2021年，山西美锦能源股份有限公司应收款项融资是多少元?,2021,000723,应|收款项|融资,应收款项融资
合金投资在2020年的资产负债比率是多少?请保留2位小数。,2020,000633,资产|负债比率,资产负债比率
北京映翰通网络技术股份有限公司在2020年的管理费用增长率是多少？请保留两位小数。,2020,688080,管理费用增长率,管理费用增长率
康德莱在2019年的企业研发经费占费用的比例是多少？请保留到小数点后两位。,2019,603987,企业|研发|经费|占费用|比例,企业研发经费|企业研发经费占费用的比例|费用的比例
2020年绿地控股财务费用增长率是多少?保留2位小数。,2020,600606,财务费用增长率,财务费用增长率
常熟风范电力设备股份有限公司2020年财务费用增长率是多少？保留2位小数。,2020,601700,财务费用增长率,财务费用增长率
为什么销售额可以是负的？,,,,
现金流量表与利润表有什么区别？,,,,
2020年安徽六国化工股份有限公司营业收入和营业外收入分别是多少元?,2020,600470,营业收入|营业外收入,营业收入和营业外收入|营业收入|营业外收入
乐歌股份2019年研发人员占职工人数比例是多少?保留2位小数。,2019,300729,研发|人员|占职工人数比例,研发人员|职工人数比例|研发人员占职工人数比例
根据2021年年报数据，江西世龙实业股份有限公司的期末现金及现金等价物余额是多少元?,2021,002748,数据|期末现金|现金等价物余额,期末现金及现金等价物余额
2021年国发股份每股净资产是多少元?,2021,600538,每股|净资产,每股净资产
根据2020年的年报数据，山东天鹅棉业机械股份有限公司的净利润是多少元?,2020,603029,数据|净利润,净利润
根据2019年北陆药业的年报，请分析主要供应商的情况如何,2019,300016,主要|供应商|情况,年报
海洋石油工程股份有限公司在2019年的固定资产以及无形资产分别为多少元？,2019,600583,固定资产|无形|资产,固定资产|固定资产和无形资产|无形资产
2019年日照港证券代码是什么?,2019,600017,证券代码,证券代码
什么是现金流量的净额？,,,,
2021年霍普股份净利润增长率是多少?保留2位小数。,2021,301024,净利润增长率,净利润增长率
新疆熙菱信息技术股份有限公司2019年研发人员占职工人数比例是多少?保留2位小数。,2019,300588,研发|人员|占职工人数比例,研发人员|职工人数比例|研发人员占职工人数比例
蕾奥规划在2020年的营业外支出是多少元?,2020,300989,营业外|支出,营业外支出
三维化学2020年的营业收入和营业外收入分别是多少元？,2020,002469,营业收入|营业外收入,营业收入和营业外收入|营业收入|营业外收入
宜宾天原集团股份有限公司2021年的投资收益增长率是多少？保留两位小数。,2021,002386,投资收益增长率,投资收益增长率
上海振华重工(集团)股份有限公司在2020年的法定代表人是否相同?,2020,600320,法定|代表人|是否|相同,法定代表人
北京易华录信息技术股份有限公司2020年的速动比率是多少?保留2位小数。,2020,300212,速动比率,速动比率
天龙股份在2021年的固定资产增长率是多少？请保留2位小数。,2021,603266,固定资产|增长率,固定资产增长率
请简要分析广州市广百股份有限公司2019年公司地位的情况。,2019,002187,地位|情况,公司地位
深圳市天威视讯股份有限公司2019年的公司网址是什么？,2019,002238,网址,公司网址
昊华能源2021年货币资金是多少元?,2021,601101,货币资金,货币资金
远程电缆股份有限公司2021年的流动负债增长率是多少？请保留两位小数。,2021,002692,流动|负债增长率,流动负债增长率
广东宏川智慧物流股份有限公司2019年三费比重是多少?保留2位小数。,2019,002930,三费比重,三费比重
请问2020年深圳明阳电路科技股份有限公司的利润总额是多少元？,2020,300739,请问|利润总额,利润总额
2021年浙江唐德影视股份有限公司货币资金是多少元?,2021,300426,货币资金,货币资金
中兰环保科技股份有限公司2021年无形资产是多少元?,2021,,,无形资产
2021年上海畅联国际物流股份有限公司收回的投资收入是多少元？,2021,603648,收回|投资收入,收回的投资收入
2020年江西金达莱环保股份有限公司营业成本和营业利润分别是多少元?,2020,688057,营业成本|营业利润,营业成本和营业利润|营业成本|营业利润
2020年北方股份流动比率是多少?保留2位小数。,2020,600262,流动比率,流动比率
在2021年，湖北三峡旅游集团股份有限公司的负债合计是多少元?,2021,002627,负债|合计,负债合计
杭州星帅尔电器股份有限公司2019年研发人员数是什么?,2019,002860,研发|人员数,研发人员数
海南高速公路股份有限公司2021年的固定资产增长率是多少?保留2位小数。,2021,000886,固定资产|增长率,固定资产增长率
根据2021年的年报，郑州银行股份有限公司的利息支出和利息收入分别是多少元?,2021,002936,利息支出|利息收入,利息收入|利息支出|利息支出和利息收入
请问，2019年扬州扬杰电子科技股份有限公司的博士及以上人数是多少?,2019,300373,请问|博士|人数,博士及以上人数
茶花股份2019年企业研发经费与利润比值是多少?保留2位小数。,2019,603615,企业|研发|经费|利润|比值,企业研发经费|利润|企业研发经费与利润比值
安博通2020年流动比率是多少?保留2位小数。,2020,688168,流动比率,流动比率
电子城2019年的公允价值变动收益是多少元？,2019,600658,公允|价值|变动收益,公允价值变动收益
2021年立航科技销售费用和管理费用分别是多少元?,2021,603261,销售费用|管理费用,管理费用|销售费用|销售费用和管理费用
2021年雪莱特无形资产增长率是多少?保留2位小数。,2021,002076,无形|资产增长率,无形资产增长率
根据2021年的年报数据，东方航空物流股份有限公司的每股经营现金流量是多少元?,2021,601156,数据|每股|经营现金流量,每股经营现金流量
信维通信2019年硕士人数是多少？,2019,300136,硕士人数,硕士人数
2019年北京昭衍新药研究中心股份有限公司技术人员数是什么?,2019,603127,技术人员数,技术人员数
2020年富临精工股份有限公司的净利润率是多少？请保留至小数点后2位。,2020,300432,净利润率,净利润率
金宏气体2019年营业外支出和营业外收入分别是多少元?,2019,688106,营业外|支出|营业外收入,营业外支出和营业外收入|营业外支出|营业外收入
南京全信传输科技股份有限公司2021年的货币资金是多少元？,2021,300447,货币资金,货币资金
2021年朗博科技的固定资产增长率是多少?保留2位小数。,2021,603655,固定资产|增长率,固定资产增长率
上海华铭智能终端设备股份有限公司在2021年的固定资产总值是多少元?,2021,300462,固定资产|总值,固定资产总值
什么是投资性房地产？,,,,
上海徕木电子股份有限公司在2021年的总负债增长率为多少?请保留两位小数。,2021,603633,总负债增长率,总负债增长率
在2021年，中节能铁汉生态环境股份有限公司的负债合计是多少元?,2021,300197,负债|合计,负债合计
2021年浙江朗迪集团股份有限公司营业收入增长率为多少?保留2位小数。,2021,603726,营业收入增长率,营业收入增长率
凯立新材2020年的营业成本和营业利润是分别是多少?,2020,688269,营业成本|营业利润,营业成本和营业利润|营业成本|营业利润
山西蓝焰控股股份有限公司2021年归属母公司所有者净利润是多少元?,2021,000968,归属母公司所有者净利润,归属母公司所有者净利润
茂业商业2019年的外文名称是什么？,2019,600828,外文名称,外文名称
桂林福达股份有限公司在2019年的管理费用率为多少？请保留两位小数。,2019,603166,管理费用率,管理费用率
长期待摊费用是什么意思？,,,,
2020年艾为电子营业外支出是多少元?,2020,688798,营业外|支出,营业外支出
2019年双飞股份的电子信箱是什么？,2019,300817,电子信箱,电子信箱
冠城大通2019年的外文名称是什么？,2019,600067,外文名称,外文名称
湖南友谊阿波罗商业股份有限公司2020年的流动负债比率是多少？请保留两位小数。,2020,002277,流动|负债比率,流动负债比率
春立医疗2021年每股净资产是多少元?,2021,688236,每股|净资产,每股净资产
氯碱化工2020年流动比率是多少?保留2位小数。,2020,900908,流动比率,流动比率
什么是优先股、永续债等其他金融工具？,,,,
鼎捷软件2019年硕士人数是什么?,2019,300378,硕士人数,硕士人数
金河生物科技股份有限公司2020年管理费用是多少元?,2020,002688,管理费用,管理费用
在2021年世荣兆业的年报中，其他非流动金融资产的金额是多少元?,2021,002016,流动金融资产|金额,其他非流动金融资产的金额
请问，2021年大博医疗的每股净资产是多少元?,2021,002901,请问|每股|净资产,每股净资产
2021年上海矩子科技股份有限公司的归属母公司所有者净利润是多少元？,2021,300802,归属母公司所有者净利润,归属母公司所有者净利润
上海广电电气(集团)股份有限公司2020年营业税金及附加是多少元？,2020,601616,营业税金|附加,营业税金及附加
中坚科技2021年收回投资收到的现金是多少元?,2021,002779,收回投资|收到|现金,收回投资
上海雅运纺织化工股份有限公司2020年的研发费用增长率是多少?保留2位小数。,2020,603790,研发|费用增长率,研发费用增长率
请根据创业慧康2020年的年报，给我简要介绍一下报告期内公司的环境信息情况？,2020,300451,环境信息情况,环境信息情况
文灿集团股份有限公司2019年的企业研发经费占费用比例是多少?保留2位小数。,2019,603348,企业|研发|经费|占费用比例,企业研发经费|费用比例|企业研发经费占费用比例
请提供杭州长川科技股份有限公司2021年的负债合计金额。,2021,300604,负债|合计金额,负债合计金额
贵州轮胎在2021年的每股收益和每股净资产分别是多少元？,2021,000589,每股|收益|每股|净资产,每股收益|每股净资产|每股收益和每股净资产
请简要分析浙江亚太药业股份有限公司2019年聘任、解聘会计师事务的情况。,2019,002370,聘任|解聘会计师事务|情况,会计师事务的聘任、解聘|解聘|会计师事务的聘任
根据2020年的财务数据，晋亿实业的销售费用是多少元?,2020,601002,财务数据|销售费用,销售费用
金卡智能集团股份有限公司2021年营业成本是多少元?,2021,300349,营业成本,营业成本
北京威卡威汽车零部件股份有限公司2021年的固定资产增长率是多少？请保留两位小数。,2021,002662,固定资产|增长率,固定资产增长率
2020年北京合纵科技股份有限公司流动负债比率为多少?保留2位小数。,2020,300477,流动|负债比率,流动负债比率
武汉高德红外股份有限公司2021年研发费用增长率是多少?保留2位小数。,2021,002414,研发|费用增长率,研发费用增长率
维康药业2021年的法定代表人与2020年相比是否相同？,2021|2020,300878,法定|代表人|相比|是否|相同,法定代表人|相比|法定代表人与相比
请提供重庆市迪马实业股份有限公司在2021年的总资产增长率，保留两位小数。,2021,600565,总|资产增长率,总资产增长率
请问，京源环保在2019年的企业名称是什么？,2019,688096,请问|企业名称,企业名称
上海丽人丽妆化妆品股份有限公司2020年公允价值变动收益是多少元?,2020,605136,公允|价值|变动收益,公允价值变动收益
2019年交通银行股份有限公司企业硕士及以上人员占职工人数比例为多少?保留2位小数。,2019,601328,企业硕士|人员|占职工人数比例,职工人数比例|企业硕士及以上人员占职工人数比例|企业硕士及以上人员
新疆天山水泥股份有限公司2019年投资收益占营业收入比率是多少?保留2位小数。,2019,000877,投资收益|占|营业收入比率,营业收入比率|投资收益占营业收入比率|投资收益
请简要分析山东航空股份有限公司2019年关键审计事项的情况。,2019,200152,关键|审计事项|情况,股份有限公司关键审计事项的情况
昆山新莱洁净应用材料股份有限公司在2021年的固定资产是多少元？,2021,300260,固定资产,固定资产
2019年得邦照明年报中研发费用和财务费用分别是多少元?,2019,603303,研发|费用|财务费用,财务费用|研发费用和财务费用|研发费用
天域生态环境股份有限公司2020年净利润率是多少?保留2位小数。,2020,603717,净利润率,净利润率
2020年浙江双箭橡胶股份有限公司流动负债比率为多少?保留2位小数。,2020,002381,流动|负债比率,流动负债比率
广西丰林木业集团股份有限公司2019年企业硕士及以上人员占职工人数比例是多少?保留2位小数。,2019,601996,企业硕士|人员|占职工人数比例,职工人数比例|企业硕士及以上人员占职工人数比例|企业硕士及以上人员
请简要分析新兴铸管股份有限公司2019年研发投入情况,2019,000778,研发|投入情况,研发投入情况
2021年人福医药衍生金融资产是多少元?,2021,600079,衍生金融资产,衍生金融资产
